_id,project_title,project_job_number,bb_encore_clients.name,client_project_number,accreditationISbb_encore_accreditation_typesID,client_contact_1ISbb_encore_client_contactsID,client_contact_2ISbb_encore_client_contactsID,client_contact_3ISbb_encore_client_contactsID,client_contact_4ISbb_encore_client_contactsID,client_contact_preferred_email_recipient_numberNUM,client_contact_email_listISsmallplaintextbox,project_detailISsmallplaintextbox,internal_notesISsmallplaintextbox,external_notesISsmallplaintextbox,feedback_service_commentsISsmallplaintextbox,feedback_continuous_improvementISsmallplaintextbox,feedback_positive_aspectsISsmallplaintextbox,main_supplierISbb_encore_suppliersID,main_supplier_notesISsmallplaintextbox,main_supplier2ISbb_encore_suppliersID,main_supplier2_notesISsmallplaintextbox,main_supplier3ISbb_encore_suppliersID,main_supplier3_notesISsmallplaintextbox,site_address1,site_address2,site_address3,site_city,site_postcode,services_start_date,project_end_date,project_length,project_budget,floor_area_m2NUM,forecast_adjust_percentNUM,Senior_Project_ManagerISbb_encore_client_contactsID,Project_ManagerISbb_encore_client_contactsID,Shell_And_Core_Contractor,Contracts_Manager,Contracts_Manager_Contact_DetailsISsmallplaintextbox,Contracts_Manager_Email_Address,Strip_Out_ProjectYN,Strip_Out_Contractor,Strip_Out_Contact,Strip_Out_Contact_DetailsISsmallplaintextbox,Strip_Out_Contact_Email_Address,Document_Controller,Document_Controller_Contact_DetailsISsmallplaintextbox,Document_Controller_Email_Address,Waste_Contractor,Waste_CoordinatorISbb_usersID_IN_Staff,encore_operations_managerISbb_usersID_IN_Staff,encore_operations_directorISbb_usersID_IN_Staff,considerate_constructor_schemeYN,BREEAM_Assessor,BREEAM_Assessor_AddressISsmallplaintextbox,BREEAM_Assessor_Contact_DetailsISsmallplaintextbox,BREEAM_rating_Target,BREEAM_dashboard_targetNUM,SKA_Assessor,SKA_Assessor_Contact_DetailsISsmallplaintextbox,SKA_rating_Target,PCEA_requiredYN,PCEA_sent_date,waste_min_opt_demolitISLIST_Client_Encore_Both_Other,waste_min_opt_purchISLIST_Client_Encore_Both_Other,waste_min_opt_storageISLIST_Client_Encore_Both_Other,waste_min_opt_handlingISLIST_Client_Encore_Both_Other,waste_min_opt_materialsISLIST_Client_Encore_Both_Other,waste_min_opt_material_suppISLIST_Client_Encore_Both_Other,waste_min_opt_proj_natureISLIST_Client_Encore_Both_Other,remp_additional_pdf01ISfile,override_client_color,procurement_sheetISfile,rate_cardISfile,send_automated_emailsYN,uninvoiced_total_thresholdNUM,non_remp_projectYN,archive_projectYN,_apikey,_deleted,_authorid,_dateadded,_modifierid,_datemodified
976,"ISG- Nationwide Building Society Chingford",ISG0012,ISG,"NB106064- ISG- Nationwide Building Society Chingford",,1264,1268,1271,,,,"Nationwide retail fit out.",,,,,,156,"12YD, Mixed Construction Waste- £267.50",907,"Caged vehicle collection, £170.0",,,"Nationwide Building Society Chingford","266 Chingford Mount Road",,London,"E4 8JZ","2020-11-02 00:00:00","2020-11-23 00:00:00","3 Weeks","150,000",151.63000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/976/Chingford.xlsx,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/976/Rate Card Nationwide Chingford.pdf",1,0.01000000,0,1,7eed8eb0dd376aa78e0eaf28a17911e6,0,32,"2020-10-19 14:20:32",32,"2020-12-09 12:57:40"
977,"800 Group- Marlborough Place",GRO0018,"800 Group","Marlborough Place, St John's Wood",,1154,,,,,,,,"All services must be completed between 8AM-3PM weekday, service must be loaded and off site prior to 3PM.",,,,1767,,,,,,"30 Marlborough Place","St John’s Wood",,London,"NW8 0PG",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,0,6409c57749875259037a9e37e9e54800,0,9,"2020-10-20 08:05:12",32,"2020-11-23 16:00:54"
978,"PAYE Private- West Wickham",PAY0004,"PAYE Stonework and Restoration","S9237-12133/AMcN, West Wickham",,1266,,,,,,,,,,,,946,"8YD mixed, £205.00",,,,,"120 Copse Avenue",,,"West Wickham","BR4 9NP",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,,,,,,,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/978/West Wickham procurement.xlsx","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/978/PAYE, West Wickham- Rate Card.pdf",1,1000.00000000,1,0,d769e5b4f45cfb823edb35c1cd7124e6,0,9,"2020-10-21 08:54:29",32,"2020-10-29 10:15:33"
979,"Cast- 70 St Martin's Lane",CAS0004,"Cast Interiors","70 St Martin's Lane",,1236,,,,,,,,,,,,,,,,,,"70 St Martin's Lane","Covent Garden",,London,"WC2N 4JS",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,,,,,,,,,,,,1,1000.00000000,0,1,4d02056653342d1600238785a1d28894,0,9,"2020-10-21 14:23:04",9,"2020-10-22 13:02:28"
980,"*Overbury Southern- Thames Valley Park, Reading",OVETCL011616,"Overbury Southern",,,1269,,,,,,"CAT A Refurbishment",,,,,,,,,,,,"Thames Valley Park",,,Reading,"RG6 1AD","2021-01-04 00:00:00","2021-06-28 00:00:00","25 Weeks","4,000,000",8000.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,0,1000.00000000,1,1,90114dd708b2f5abfb2517753e3d7c49,0,9,"2020-10-21 15:04:11",9,"2020-12-09 09:21:22"
981,"Ambit- 20 St James's Street, Level 8",AMB0010,"Ambit Moat Ltd","3033A, 20 St James's Street, Level 8",,691,,,,,,"CAT B fit out of Level 8 (from existing CAT A) works include offices and meeting rooms, minor services modifications",,,,,,357,"360 litre bins, £100.00 transport, charged on delivery and collection. 
Small cage, £250.00 including 1Tonne. £125.00 per Tonne after.
Large cage, £240.00 including 1Tonne. £125.00 per Tonne after.",,,,,"Level 8, 20 St James’s Street",,,London,"SW1A 1ES","2020-10-26 00:00:00","2020-12-24 00:00:00","9 Weeks","400,000",400.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/981/Rate Card- Ambit- 20 St Jamess Street, Level 8.pdf",1,0.01000000,0,0,e1f8852385b85499588b2da2fe583b77,0,9,"2020-10-22 14:07:11",32,"2020-12-07 08:43:35"
982,"800 Group- 31 Roehampton Gate",GRO0019,"800 Group","31 Roehampton Gate",,1154,,,,,,,,"All services must be completed between 8AM-3PM weekday, service must be loaded and off site prior to 3PM.",,,,231,"Small cage, mixed. £220.00",,,,,"31 Roehampton Gate",,,London,"SW15 5JR","2020-10-19 00:00:00",,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,0,22f0ee9671bf6975ea6235a5a2d13b46,0,9,"2020-10-22 15:15:06",9,"2020-12-01 09:25:42"
983,"Overbury Central- Lynchwood House, Peterborough. Phase 2",OVETCL011617,"Overbury Central","220742, Lynchwood House, Peterborough",,429,,,,,,"Cat B fit out within one of the new Tenant Zones created following Overbury's refurbishment of the Westpoint building for the Landlord.",,"Site Hours are 8AM to 3PM",,,,121,"12YD Enclosed- Mixed Construction Waste- £255.00. As of 1st Oct, £256.00
12YD Enclosed- Plasterboard- £270.00 (Including 2 Tonnes), £90.00 per T thereafter. As of 1st Oct, £270.00 incl. 2T. £75.00 per T after. 
12YD Enclosed, paper- £125.00
12YD Enclosed, metal- £101.00. As of 1st Oct, remains the same.",,,,,"Lynchwood House",,,Peterborough,"PE2 6EA","2020-11-02 00:00:00","2020-12-18 00:00:00","7 Weeks","327,304",1115.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",32,,15,1,,,,,,,,,0,,Client,Client,Client,Client,Client,Encore,Both,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/983/Rate Card-Overbury- Peterborough.pdf",1,1000.00000000,0,0,3d3a28a4915675438116796ad761717a,0,32,"2020-10-27 16:05:31",48,"2020-11-30 09:28:28"
984,"800 Group- Alexander Street",GRO0020,"800 Group","800 Group- Alexander Street",,1154,,,,,,,,"All services must be completed between 8AM-3PM weekday, service must be loaded and off site prior to 3PM.",,,,231,,1767,,,,"9 Alexander Street",,,London,"W2 5NT","2020-10-30 00:00:00",,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,0,6f94e6330aaa8bcc165abe79afce8d39,0,32,"2020-10-29 09:31:37",32,"2020-11-23 16:04:55"
985,"Morgan Lovell- Middlesbrough",MOR0004,"Morgan Lovell Southern","MA3870, Middlesbrough",,1275,,,,,,"Cat B fit out to 3rd floor",,,,,,1848,"8YD enclosed, mixed. £190.00
12YD enclosed, mixed. £260.00",,,,,"Building One","Center Square","Corporation Road",Middlesbrough,"TS1 1LY","2020-11-02 00:00:00","2020-12-14 00:00:00","6 weeks","700,000",6000.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/985/Rate Card- Morgan Lovell-  Middlesbrough.pdf",1,1000.00000000,0,0,57ebd7f7e12e27a865c80b679170505c,0,9,"2020-10-29 16:20:29",9,"2020-11-02 08:16:56"
986,"Overbury Central- Cambridge",OVETCL011618,"Overbury Central","220723, Cambridge",,1298,74,,,,,,,"Please ensure services are completed by 12Noon due to site restrictions.",,,,121,,47,,,,Amazon,"Poseidon House","Castle Park",Cambridge,"CB3 0RD","2020-11-09 00:00:00",,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/986/Rate Card- Overbury- Amazon Cambridge.pdf",1,1000.00000000,0,0,634d8b33648aa64b068d65d3a0b54fb4,0,9,"2020-11-06 14:45:05",48,"2020-12-07 09:30:50"
987,"Private- Martin Evans",OTH0021,OTHER,,,827,,,,,,,,,,,,945,,,,,,"1 Bunyan Road",Biggleswade,,Bedfordshire,"SG18 8QQ",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,,,,,,,,,,,,1,0.01000000,1,0,5aa0c445394d19bb1f375dd18eef588e,0,32,"2020-11-09 11:21:18",32,"2020-12-08 15:49:43"
988,"Verity- Queensberry Place",VER0007,"Verity Interiors",,,1030,,,,,,"Strip out of existing cinema reception and foyer back to the base build structure.
Carry out a structural alterations to form new lift shaft, installation of new passenger lift serving ground and lower ground floor.
Reconfiguration of cinema lobby space and foyer including reinstatement of fibrous plaster fluted columns and cornice, new joinery, reception desk, AV infrastructure and content screens, acoustic ceiling rafts , carpet to feature staircase, foil blinds, decorations throughout and feature lighting. The existing marble flooring is to be restored.",,,,,,395,,,,,,"17 Queensberry Place",,,London,"SW7 2DT","2020-11-09 00:00:00","2021-03-12 00:00:00","17 Weeks","400,000",500.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",32,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,0,46995e1d8e9587372ca6e90775f8f9fd,0,32,"2020-11-09 14:46:32",32,"2020-12-08 10:13:42"
989,"ISG- Nationwide Southall",ISG0013,ISG,,,1255,1278,,,,,"Refurbishment of Nationwide Building branch.",,,,,,,,,,,,"Nationwide Southall","2 South Road",,Southall,"UB1 1SU","2020-11-15 00:00:00","2020-11-29 00:00:00","2 Weeks",,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/989/Procurement- ISG Nationwide, Southall UB1.xlsx","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/989/Rate Card - Nationwide Southall.pdf",1,1000.00000000,0,1,900535a47529788ef632e22ad4f96d54,0,32,"2020-11-10 14:14:37",32,"2020-12-09 13:03:59"
990,"Overbury Central- BT Snow Hill- Phase 2",OVETCL011619,"Overbury Central","220702A, BT Snow Hill- Phase 2",3,257,72,1267,704,,,"CAT A and CAT B fit out of 4 floor spaces within the above listed
building to create a new bespoke greeting space, café, co-working areas, and workspaces with all areas first
requiring minor strip out, and enabling works of existing items. 
Modifications to existing ventilations and cooling, sprinkler, small power, lighting and fire alarm services,
together with new power and lighting systems being installed throughout to suit the new CAT B layout.","AquaForce- Recycling- 205 Hazardous waste drum- £60.00 Delivery 
£165.00 Collection, including consignment note","All drivers must pull up on on Summer Lane, B19 intially and call the site contact Scott Tullett-who will confirm if access is clear to approach site. 
All suppliers must provide the following in writing 48 hours before the service;
Driver name 
Vehicle registration number

If the above is not provided or followed for each service, then no wasted journey cost or other costs will be accepted.

All skips must be in a good working condition to be placed on site, due to the high profile nature of the job. Site have the right to turn away any skips not in a good condition, and Encore will accept no costs as a result.",,,,984,"Plasterboard- 12YD Enclosed- £90.00 Haulage, £83.00 per Tonne.",,,,,"3 Snow Hill Queensway",,,Birmingham,"B4 6GA","2020-12-07 00:00:00","2021-06-07 00:00:00","26 Weeks","19.6 M",7432.00000000,,79,455,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,"WSP- Katie Smart","WSP House
70 Chancery Lane
London
WC2A 1AF","Katie.Smart@wsp.com
020 7314 5000",Excellent,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/990/Rate Card- Overbury- BT Snow Hill.pdf",1,2000.00000000,0,0,1346f0affc864f0e77eaa19c3deed31a,0,32,"2020-11-10 15:15:40",32,"2020-12-10 13:07:36"
991,"ISG- Nationwide Building Society Wandsworth",ISG0014,ISG,"ISG- Nationwide Building Society Wandsworth",,1265,1256,1282,,,,,,,,,,115,,907,,322,,"Nationwide Building Society","Unit 48 - South Mall","Southside Shopping Centre",,"SW18 4TE","2020-11-16 00:00:00","2020-12-07 00:00:00","3 Weeks",,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/991/ISG Nationwide Wandsworth.xlsx","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/991/Rate Card - Nationwide Wandsworth.pdf",1,1000.00000000,0,1,f7c7fab01cda1d5c74f4beb870f61285,0,32,"2020-11-11 13:49:35",32,"2020-12-09 13:01:36"
992,"Overbury Central- Mazars 2020 Birmingham",OVETCL011620,"Overbury Central","Overbury Central- Mazars 2020 Birmingham",,504,525,,,,,,,"All services must be booked into the loading bay and provided a 30 minute time slot.",,,,984,,,,,,"Mazars 2020 Birmingham","First Floor","2 Chamberlain Square",Birmingham,"B3 3HQ",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/992/Procurement, Mazars Birmingham.xlsx","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/992/Rate Card- Overbury Central, Mazars Birmingham.pdf",1,1000.00000000,0,0,a39046ae58e6ea879041a6532965ec27,0,32,"2020-11-12 09:04:25",9,"2020-12-11 09:16:33"
993,"*Chelsmford City Council- Hylands Estate",OTH0022,OTHER,,,1280,,,,,,"The works comprise the refurbishment and remodelling of the Visitor Toilet Block on the Hylands Estate. The works include:

•	Provision for a temporary toilet block for the duration of the works
•	Stripping out of the existing facilities 
•	Partitions and Doors 
•	Window and Louvres 
•	Wall, Floor and Ceiling Finishes
•	Tiling
•	Sanitary fittings
•	M&E services",,,,,,,,,,,,"Hylands Park",Chelmsford,,Essex,"CM2 8WQ",,,,,56.25000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/993/Site Photos HYLANDS PARK ESTATE.pdf",,,,1,1000.00000000,0,1,3df13f6557f6cc36e9a542ea9045d48b,0,9,"2020-11-12 10:56:14",9,"2020-12-09 09:21:42"
994,"*Milestone- Amey Worthy Down, Winchester",MIL0007,"Milestone Contracting",,,1283,,,,,,"55 properties, to complete Reroofing, Chimney removal. New fascia, soffits and RWG, New doors and windows, GRP roof to garages and stores, External wall insulation, Boiler replacement, Finlock removal, and Structural repairs",,,,,,1806,,,,,,"Sir John Moore Barrack",,,Winchester,"SO22 6NQ",,,,,30140.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/994/Winchester.xlsx,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/994/Rate Card- Milestone, Amey Worthy Down.pdf",1,1000.00000000,0,1,b98c779dae6f2b8b08c46b2a3e681a1b,0,32,"2020-11-12 13:44:40",9,"2020-12-09 09:22:01"
995,"800 Group- Warwick House",GRO0021,"800 Group","Warwick House",,1160,1154,,,,,,,"Please call Phil- 07918773355, upon arrival as the entrance is guarded.
All services must be completed between 8AM-3PM weekday, service must be loaded and off site prior to 3PM.",,,,1767,"Large Cage, Mixed Constriction Waste- £208.33",,,,,"Warwick House","St James's Palace",,London,"SW1A 1BD","2020-11-17 00:00:00",,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,0,f9f10df39161585a8a21d270970748e5,0,32,"2020-11-16 08:30:26",9,"2020-12-01 09:23:59"
996,"800 Group- The Boltons",GRO0022,"800 Group","11 The Boltons, Kensington",,1156,1154,,,,,,,"All services must be completed between 8AM-3PM weekday, service must be loaded and off site prior to 3PM.",,,,1767,,,,,,"11 The Boltons",Kensington,,London,"SW10 9TD",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,4000.00000000,0,0,dc1aa797a2b8a7835c9b0885af6e1b05,0,32,"2020-11-16 10:12:14",9,"2020-11-30 14:59:49"
997,"PAYE- Smithfield",PAY0005,"PAYE Stonework and Restoration","PAYE- Smithfield",,1287,1230,,,,,,,,,,,231,,,,,,"Smithfield Market","25 Charter House Street",,,"EC1M 6AA","2020-11-19 00:00:00",,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/997/Rate Card- PAYE, Smithfield Market, 25 Charter House St, EC1M 6AA.pdf",1,0.01000000,0,0,b8726a483bd5537e5cd64b15ea704d6a,0,32,"2020-11-17 16:17:34",32,"2020-11-19 15:59:11"
998,"Damilola Taylor Trust",OTH0023,OTHER,,,1288,,,,,,,,,,,,357,,,,,,"1 Holmdale Roa",Chislehurst,,,"BR7 6BY",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,100.00000000,1,1,330454ff34e6e3b0f39dc9ebe128d6d8,0,32,"2020-11-18 08:35:51",9,"2020-12-09 15:03:13"
999,"Ambit- Chiswick Park, Building 5",AMB0011,"Ambit Moat Ltd","3034AW- Chiswick Park, Building 5",,1137,1131,,,,,"CAT A Fit Out (Office space only)
The building works involve converting the current shell and core area on level 2 and part of level 3 to CAT A fit out and this includes new mechanical and electrical works, new ceilings and floor finishes.",,,,,,357,,357,,,,"Chiswick Park Building 5","566 Chiswick High Road",,"London,","W4 5YA","2020-11-23 00:00:00","2021-03-26 00:00:00","17 Weeks",,4100.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,0,c7cd20ea30e0f8ea04972dbf2d349ec0,0,32,"2020-11-18 13:16:18",32,"2020-12-08 13:46:38"
1000,"Ambit- Chiswick Park, Building 9",AMB0012,"Ambit Moat Ltd","3035AW-  Chiswick Park, Building 9",,1137,1131,,,,,"CAT A Fit Out.
The building works involve converting the current shell and core area on level 2, 3 and reception to CAT A fit out and this includes new mechanical and electrical works, new ceilings, floor finishes and lifts fit out",,,,,,357,,1767,,,,"Chiswick Park, Building 9","566 Chiswick High Road",,London,"W4 5YA","2020-11-23 00:00:00","2021-04-08 00:00:00","19 Weeks",,6300.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,0.01000000,0,0,c8d7fbd51a94fa03ce7e6ea2eb645dee,0,32,"2020-11-18 13:17:55",9,"2020-12-10 12:09:08"
1001,"Michael Engineering Ltd- Biggin Hill",MIC0009,"Michael Engineering LTD",,,1289,,,,,,,,,,,,404,"Delivery of 10T of MOT Type 1 Top Soil- £14.00 per T. (To be delivered on the same vehicle as a grab lorry.)
Grab Lorry for topsoil and vegetation- £350.00",1863,,,,"Aviation LTD","Building 529, Churchill Way","Biggin Hill",,"TN16 3BN",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,,,,,,,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/1001/Marked up skip procurement.pdf","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/1001/Rate Card- Michael Engineering, Biggin Hill.pdf",1,1200.00000000,1,1,5a914175c5ee6c4ede9856a4cd99a55c,0,9,"2020-11-20 07:41:07",32,"2020-12-10 15:39:34"
1002,"J&I Chasers- Apex Tower",JIC0003,"J & I Chasers Ltd",,,1216,1290,,,,,"Builders Work & Demolition",,"All skips to be dropped on the service road behind the building. Runs behind the building off Grafton Road. Between the building and a multi level carpark. Stuart must over see siting",,,,322,"8YD Hardcore- £180.00",,,,,"Apex Tower","High Street",,,"KT3 4DQ","2020-11-05 00:00:00","2021-03-30 00:00:00","20 Weeks",,1200.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",32,,15,1,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,0,7fb7f7f583f9fb9b54911c52c80d5afb,0,32,"2020-11-23 15:01:43",32,"2020-11-26 10:27:05"
1003,"Milestone- Lockwood Path, Woking",MIL0008,"Milestone Contracting","MS002-01-001- Milestone- Lockwood Path, Woking",,1130,,,,,,"Garden wall and path upgrade with fencing remedial works",,,,,,158,"6YD Hardcore- £180.00
8YD Hardcore- £230.00",,,,,"24 Lockwood Path",,,Woking,"GU21 5RH","2020-11-23 00:00:00","2020-12-11 00:00:00","3 Weeks","10,000",20.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",32,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/1003/Procurement, Milestone, Woking.xlsx","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/1003/Rate Card-Milestone, Lockwood Path, Woking.pdf",1,1000.00000000,0,0,80ada5d8020d0646d14f3c58a7be3e44,0,32,"2020-11-23 15:49:03",32,"2020-11-25 16:22:50"
1004,"*Make One Group- Kodak House, 65 Kingsway",MAK0002,"Make One Group",,3,200,,,,,,"Refurbishment of existing building to form new CAT A Offices",,,,,,,,,,,,"Kodak House","65 Kingsway",,London,"WC2B 6TD","2020-08-01 00:00:00","2021-09-06 00:00:00","66 weeks","£14,000,000",60794.00000000,,200,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,0,1000.00000000,1,1,40de6ae1769efc9c19c01a9a5f35a803,0,9,"2020-11-24 13:16:29",9,"2020-12-04 12:13:45"
1005,"CLS- Charles Street",CON0004,"Construction Logistic Services",,,1227,,,,,,,,,,,,1767,"Small cage, Mixed Construction Waste- £208.33",,,,,"18B Charles Street",Mayfair,,London,"W1J 5DU","2020-11-26 00:00:00",,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,0.01000000,1,1,bec4ea7b8c60562050ef4f3b4b96bb95,0,32,"2020-11-25 09:57:54",9,"2020-12-09 13:21:21"
1006,"APR- St John's Wood",APR0001,"APR Group Ltd","St John's Wood",,1284,1187,,,,,"Demolition and removal of part constructed timber framed building and ancillary internal structures and external works",,,,,,134,"8YD Hardcore- £202.95",78,"large Cage, Mixed Construction Waste- £275.00",,,"Ordnance Mews","St John's Wood",,London,"NW8 6PF","2020-12-02 00:00:00","2020-12-09 00:00:00","7 Days","13,772",500.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/1006/Marked up procuremnet.pdf","portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/1006/Rate Card-APR Group- St Johns Wood Riding School,.pdf",1,1000.00000000,0,0,750adaff74623f6106ec72b58050905a,0,32,"2020-11-25 15:16:37",9,"2020-12-07 15:21:18"
1007,"PAYE- Brooks Club",PAY0006,"PAYE Stonework and Restoration",,,1230,1293,,,,,,,,,,,357,,,,,,"Brooks Club","St James's Street",,London,"SW1A 1LN",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,0.01000000,0,0,1fc6b8d5ed8183e2023a5685319e9845,0,32,"2020-11-26 12:49:45",32,"2020-11-26 12:49:45"
1008,"ISG- Post Building, Unit 3",ISG0015,ISG,"RWM022180- Post Building, Unit 3",,1265,1294,,,,,,,,,,,180,,,,,,"Post Building","Unit 3 New Oxford Street",Holborn,London,"WC1A 1JS",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",9,,15,0,,,,,,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,0,536133d2f1df349a73dae9faaaeac7b0,0,32,"2020-11-26 14:05:23",32,"2020-11-26 15:04:50"
1009,"Interserve Construction (Paragon Div)- Sopwell House",INTRAFH011671,"Interserve Construction Ltd ( Paragon Div )","8708, Sopwell House",,19,,,,,,,,,,,,,,,,,,"Sopwell House","Cottonmill Lane",,"St Albans","AL1 2HQ",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,,,,,,,,,,,,1,1000.00000000,0,0,9e549039ae0ff2911b2697219806a698,0,9,"2020-11-30 10:41:49",9,"2020-11-30 10:55:55"
1010,"Verity- Victoria Place","Victoria Place","Verity Interiors",,,1063,,,,,,,,,,,,395,"240 mixed, 9.00
240 plasterboard, 11.50",,,,,"Telegraph Media Group","Loading Bay Victoria Place",,London,"SW1W 9SJ",,,,,,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,,15,0,,,,,,,,,0,,,,,,,,,,,,,1,1000.00000000,0,0,177e6f51a3c039aba1e501c291a6ce6e,0,9,"2020-11-30 10:59:59",9,"2020-11-30 11:10:35"
